name,state_name,state_abbrev,slug,Median home price,Median rent,Population
Redmond,Oregon,OR,redmond,258300,1090,30167
Mercersburg,Pennsylvania,PA,mercersburg,175300,783,1633
Manistique,Michigan,MI,manistique,61000,564,2919
Valley Falls,New York,NY,valley-falls,155200,910,443
Winter Garden,Florida,FL,winter-garden,313600,1106,43648
Pleasant Hill,Illinois,IL,pleasant-hill,62300,531,1037
Golinda,Texas,TX,golinda,141300,1125,657
Biglerville,Pennsylvania,PA,biglerville,169200,879,1222
Staunton,Indiana,IN,staunton,69700,823,384
Johnston City,Illinois,IL,johnston-city,65800,532,3450
Hampton,Illinois,IL,hampton,152600,926,2118
Kenbridge,Virginia,VA,kenbridge,118500,735,984
Edgefield,South Carolina,SC,edgefield,97400,561,4780
Farragut,Tennessee,TN,farragut,370400,1120,22631
Myerstown,Pennsylvania,PA,myerstown,140100,744,3201
Audubon Park,New Jersey,NJ,audubon-park,57000,863,854
Greeleyville,South Carolina,SC,greeleyville,79100,350,365
Winnfield,Louisiana,LA,winnfield,68300,635,4420
Mason City,Nebraska,NE,mason-city,43200,569,198
California,Missouri,MO,california,111300,605,4405
Rolla,Missouri,MO,rolla,131100,737,20169
Dewey-Humboldt,Arizona,AZ,dewey-humboldt,205200,964,4063
Dolan Springs,Arizona,AZ,dolan-springs,79300,770,2222
Flowing Wells,Arizona,AZ,flowing-wells,65100,895,15755
Cockeysville,Maryland,MD,cockeysville,333000,1221,21038
Konterra,Maryland,MD,konterra,360400,2432,2536
Millersport,Ohio,OH,millersport,152100,935,1282
Bloomdale,Ohio,OH,bloomdale,98000,731,788
Pueblo Pintado,New Mexico,NM,pueblo-pintado,143800,720,388
Nice,California,CA,nice,140100,993,2527
Oak View,California,CA,oak-view,539500,1351,4598
Meadowbrook,Alabama,AL,meadowbrook,299200,1406,9468
Navy Yard City,Washington,WA,navy-yard-city,167500,1130,3064
Midland,Washington,WA,midland,211200,1096,10005
Prairie du Rocher,Illinois,IL,prairie-du-rocher,79300,775,475
Middleport,New York,NY,middleport,87700,638,1741
McKee,Kentucky,KY,mckee,84300,305,851
Harrisburg,Ohio,OH,harrisburg,118400,1025,519
Table Rock,Nebraska,NE,table-rock,29700,707,366
Red Oak,Oklahoma,OK,red-oak,62500,535,576
Callaway,Minnesota,MN,callaway,75000,688,165
Bruce,South Dakota,SD,bruce,85300,675,174
Cassandra,Pennsylvania,PA,cassandra,64200,1025,211
Walthall,Mississippi,MS,walthall,83300,725,120
Masaryktown,Florida,FL,masaryktown,87100,720,1006
North Weeki Wachee,Florida,FL,north-weeki-wachee,172800,748,8238
Ridge Manor,Florida,FL,ridge-manor,101800,837,4820
Orchidlands Estates,Hawaii,HI,orchidlands-estates,259300,1172,3139
Teec Nos Pos,Arizona,AZ,teec-nos-pos,48300,513,838
Helena Valley Northwest,Montana,MT,helena-valley-northwest,250100,1148,4465
Frazier Park,California,CA,frazier-park,160000,861,2587
Sloan,Iowa,IA,sloan,135400,810,1215
Pine Knoll Shores,North Carolina,NC,pine-knoll-shores,387600,1214,1343
Quarryville,Pennsylvania,PA,quarryville,200200,991,2749
Hernando,Florida,FL,hernando,89200,682,9261
Hermon,New York,NY,hermon,67200,611,338
Hahnville,Louisiana,LA,hahnville,170900,574,3269
Canutillo,Texas,TX,canutillo,79800,805,5123
Homestead Meadows South,Texas,TX,homestead-meadows-south,70300,659,7089
Groesbeck,Ohio,OH,groesbeck,142000,943,7038
Spring Hill,Florida,FL,spring-hill,147200,1069,111076
Manatee Road,Florida,FL,manatee-road,80600,769,2670
Grantsville,Maryland,MD,grantsville,148300,514,638
Worthington,Minnesota,MN,worthington,132500,737,13105
Paris,Texas,TX,paris,81100,722,24807
Flagler,Colorado,CO,flagler,116900,672,464
Decatur,Michigan,MI,decatur,83100,763,1913
Deerfield Beach,Florida,FL,deerfield-beach,168600,1326,80312
Moose Creek,Alaska,AK,moose-creek,205400,1164,795
Tracyton,Washington,WA,tracyton,262200,1283,5556
Doniphan,Missouri,MO,doniphan,88200,550,2062
Brisbane,California,CA,brisbane,889200,1919,4697
Good Hope,Illinois,IL,good-hope,76800,661,409
Palos Heights,Illinois,IL,palos-heights,282100,1322,12480
Riverside,Illinois,IL,riverside,406300,1209,8759
Cabot,Arkansas,AR,cabot,154000,865,26217
South San Francisco,California,CA,south-san-francisco,844000,2105,67408
Glencoe,Florida,FL,glencoe,276500,1537,1773
Samsula-Spruce Creek,Florida,FL,samsula-spruce-creek,329100,1508,5637
St. George,Missouri,MO,st-george,117400,717,2058
Twin Lakes,Wisconsin,WI,twin-lakes,203700,877,6107
Mastic,New York,NY,mastic,248400,1892,15476
Mattituck,New York,NY,mattituck,618100,1240,4676
Portia,Arkansas,AR,portia,60000,517,580
Springville,New York,NY,springville,137000,619,4298
Nesquehoning,Pennsylvania,PA,nesquehoning,90800,710,3239
East Galesburg,Illinois,IL,east-galesburg,103800,670,615
Morgan,Texas,TX,morgan,45000,717,462
Lexington,Illinois,IL,lexington,146500,702,1894
Hillsville,Virginia,VA,hillsville,112400,551,2658
Killian,Louisiana,LA,killian,197700,1332,1350
Monroeville,Pennsylvania,PA,monroeville,150400,1051,27687
Royal,Illinois,IL,royal,152200,1300,327
Baldwin City,Kansas,KS,baldwin-city,171900,870,4670
Norwood,Georgia,GA,norwood,29000,625,284
Calverton,New York,NY,calverton,222300,2141,6987
Clarkdale,Arizona,AZ,clarkdale,227900,938,4271
Kealakekua,Hawaii,HI,kealakekua,492200,772,1923
Mountain View,Hawaii,HI,mountain-view,197200,976,3381
Naalehu,Hawaii,HI,naalehu,172400,889,962
Orient,New York,NY,orient,813700,1768,835
Bishopville,South Carolina,SC,bishopville,115800,635,3103
Kampsville,Illinois,IL,kampsville,60000,546,379
Emporium,Pennsylvania,PA,emporium,64700,585,2056
New Site,Alabama,AL,new-site,106500,738,841
Lexington,Minnesota,MN,lexington,176100,1001,2144
Ridge Wood Heights,Florida,FL,ridge-wood-heights,221600,1135,4287
Sarasota Springs,Florida,FL,sarasota-springs,207300,1396,15854
Ketchikan,Alaska,AK,ketchikan,255600,1106,8228
Hobart,Wisconsin,WI,hobart,270800,824,9053
Orem,Utah,UT,orem,272000,1034,96725
Schurz,Nevada,NV,schurz,46900,318,1026
Cedar Crest,New Mexico,NM,cedar-crest,321900,1701,691
Paukaa,Hawaii,HI,paukaa,403700,1563,637
Puako,Hawaii,HI,puako,879200,1934,908
St. Johnsbury,Vermont,VT,st-johnsbury,139900,753,5865
Clinton,Washington,WA,clinton,519500,898,891
Wind Lake,Wisconsin,WI,wind-lake,270300,974,5364
Southgate,Florida,FL,southgate,256200,1396,7817
Venice Gardens,Florida,FL,venice-gardens,211600,1264,8171
Bryn Mawr-Skyway,Washington,WA,bryn-mawr-skyway,393800,1402,18414
East Renton Highlands,Washington,WA,east-renton-highlands,506600,2066,11842
Fall City,Washington,WA,fall-city,510100,1226,2426
Warm Beach,Washington,WA,warm-beach,400200,1199,2603
Woods Creek,Washington,WA,woods-creek,445000,1456,5706
Lynchburg,Mississippi,MS,lynchburg,141500,876,2533
Westhampton,New York,NY,westhampton,735600,1798,2623
South Valley,New Mexico,NM,south-valley,147400,709,40080
Nesconset,New York,NY,nesconset,458500,2282,13293
New Suffolk,New York,NY,new-suffolk,789100,1583,250
North Bellport,New York,NY,north-bellport,284800,2160,11428
North Sea,New York,NY,north-sea,835400,1949,4597
Fredericksburg,Texas,TX,fredericksburg,275500,964,11245
Damascus,Georgia,GA,damascus,57100,565,191
East Orange,New Jersey,NJ,east-orange,219300,1114,64374
Medford Lakes,New Jersey,NJ,medford-lakes,297700,1858,3984
Johnson,Nebraska,NE,johnson,83600,550,272
Montclair,Virginia,VA,montclair,414200,2089,20881
Nokesville,Virginia,VA,nokesville,405600,1513,1330
Lakeland South,Washington,WA,lakeland-south,324400,1591,13434
Lake Morton-Berrydale,Washington,WA,lake-morton-berrydale,414300,1539,11001
Jarales,New Mexico,NM,jarales,148000,614,2026
Los Chaves,New Mexico,NM,los-chaves,162500,881,6109
Valencia,New Mexico,NM,valencia,165200,545,2018
West Islip,New York,NY,west-islip,426700,2017,26844
Wyandanch,New York,NY,wyandanch,252700,1539,11368
Eleele,Hawaii,HI,eleele,443800,1268,3145
Hanamaulu,Hawaii,HI,hanamaulu,469500,1146,5150
Kalaheo,Hawaii,HI,kalaheo,698600,1385,5487
Kekaha,Hawaii,HI,kekaha,390700,1071,3442
Knightstown,Indiana,IN,knightstown,82300,737,2223
Booker,Texas,TX,booker,106900,720,1421
Moose Lake,Minnesota,MN,moose-lake,122900,699,2812
West Valley City,Utah,UT,west-valley-city,219500,1126,136009
Country Homes,Washington,WA,country-homes,247500,811,6117
Otis Orchards-East Farms,Washington,WA,otis-orchards-east-farms,231200,1336,6466
Town and Country,Washington,WA,town-and-country,186600,1127,5090
North Yelm,Washington,WA,north-yelm,139300,1299,3365
Center Moriches,New York,NY,center-moriches,388700,1617,8147
Centerport,New York,NY,centerport,607700,1933,5394
Commack,New York,NY,commack,495000,1839,36953
Copiague,New York,NY,copiague,328600,1643,23561
Coram,New York,NY,coram,323600,2013,40311
Cutchogue,New York,NY,cutchogue,568100,1569,3200
Weston Mills,New York,NY,weston-mills,81800,590,1189
Honalo,Hawaii,HI,honalo,400700,1293,2254
Honokaa,Hawaii,HI,honokaa,350900,1039,2079
Honomu,Hawaii,HI,honomu,280200,1458,488
Essex Fells,New Jersey,NJ,essex-fells,849000,2250,2110
Albert City,Iowa,IA,albert-city,57000,590,564
Sparks,Oklahoma,OK,sparks,48300,588,158
Green Level,North Carolina,NC,green-level,78500,753,2129
Selma,Texas,TX,selma,188300,1442,10419
Langdon,North Dakota,ND,langdon,110000,558,1924
Lowellville,Ohio,OH,lowellville,77500,588,1185
Tanglewilde,Washington,WA,tanglewilde,243700,1183,7270
New York Mills,Minnesota,MN,new-york-mills,103500,603,1307
St. Paul,Virginia,VA,st-paul,141800,415,1008
Belgium,Wisconsin,WI,belgium,197900,919,2322
Scales Mound,Illinois,IL,scales-mound,111300,684,454
Burnet,Texas,TX,burnet,165400,703,6266
Volcano,Hawaii,HI,volcano,226700,1234,3570
Waikoloa Village,Hawaii,HI,waikoloa-village,433400,1500,6549
Waimea,Hawaii,HI,waimea,449200,1569,11908
Cathcart,Washington,WA,cathcart,516300,1789,2426
Bogue Chitto,Mississippi,MS,bogue-chitto,43400,625,553
Nacogdoches,Texas,TX,nacogdoches,149900,771,33200
Richton Park,Illinois,IL,richton-park,146000,1073,13504
Hillcrest,Illinois,IL,hillcrest,124600,906,1240
Frenchburg,Kentucky,KY,frenchburg,85000,514,798
Putney,Georgia,GA,putney,90200,844,2549
Buffalo Grove,Illinois,IL,buffalo-grove,332300,1643,41062
Goodfield,Illinois,IL,goodfield,205600,613,948
Blue Ridge,Virginia,VA,blue-ridge,189900,725,3288
Dale City,Virginia,VA,dale-city,314200,1666,72627
Lake Ridge,Virginia,VA,lake-ridge,341400,1819,44716
Linton Hall,Virginia,VA,linton-hall,446100,2134,41386
Newfane,New York,NY,newfane,95900,718,3376
South Lockport,New York,NY,south-lockport,82000,594,7066
Hawaiian Acres,Hawaii,HI,hawaiian-acres,214200,1028,2976
Lawai,Hawaii,HI,lawai,589200,1714,2047
Palos Park,Illinois,IL,palos-park,418600,1668,4842
Rancho Mirage,California,CA,rancho-mirage,498700,1191,18193
Magee,Mississippi,MS,magee,89800,618,4206
Birch Bay,Washington,WA,birch-bay,274300,1115,9323
Sudley,Virginia,VA,sudley,296700,1682,18575
Triangle,Virginia,VA,triangle,452200,1165,8972
Delavan Lake,Wisconsin,WI,delavan-lake,203800,1112,2558
Bradford,Vermont,VT,bradford,145800,832,526
East Hampton North,New York,NY,east-hampton-north,709100,1373,4535
Kahaluu-Keauhou,Hawaii,HI,kahaluu-keauhou,657300,1719,5291
Papillion,Nebraska,NE,papillion,189900,917,20423
High Hill,Missouri,MO,high-hill,82500,650,206
Big Sandy,Montana,MT,big-sandy,93800,575,560
Omao,Hawaii,HI,omao,700900,1850,1467
Puhi,Hawaii,HI,puhi,465100,1704,3850
Wailua Homesteads,Hawaii,HI,wailua-homesteads,617500,1941,6117
Plymptonville,Pennsylvania,PA,plymptonville,65200,706,1192
Piper City,Illinois,IL,piper-city,72000,740,878
Homer,Michigan,MI,homer,84700,635,1648
Paullina,Iowa,IA,paullina,89300,680,953
Swea City,Iowa,IA,swea-city,40700,730,660
Bellevue,Pennsylvania,PA,bellevue,122000,779,8146
Marietta-Alderwood,Washington,WA,marietta-alderwood,352500,1085,4086
Sudden Valley,Washington,WA,sudden-valley,314300,1800,8072
Ahtanum,Washington,WA,ahtanum,215900,894,3356
Pembroke,Georgia,GA,pembroke,138400,757,2481
Knoxville,Illinois,IL,knoxville,106100,649,3031
East Patchogue,New York,NY,east-patchogue,335300,1422,22172
East Quogue,New York,NY,east-quogue,580500,2193,5343
Elwood,New York,NY,elwood,537200,2393,11498
Fire Island,New York,NY,fire-island,475000,1500,293
Ocean Springs,Mississippi,MS,ocean-springs,174000,954,17729
Castalia,Iowa,IA,castalia,78100,621,163
Talala,Oklahoma,OK,talala,86300,1042,284
Dalton City,Illinois,IL,dalton-city,93500,529,434
Sonora,Texas,TX,sonora,96800,629,3405
Unadilla,Georgia,GA,unadilla,68900,476,3583
China Grove,Texas,TX,china-grove,218800,1386,1224
Norwood,Illinois,IL,norwood,98900,980,483
Rogersville,Alabama,AL,rogersville,122200,669,1424
Genoa City,Wisconsin,WI,genoa-city,160700,1063,2995
Little Rock,Minnesota,MN,little-rock,63000,493,1170
Southmont,Pennsylvania,PA,southmont,112700,744,2117
Harristown,Illinois,IL,harristown,92600,596,1268
Orange City,Florida,FL,orange-city,116600,1131,11990
La Mirada,California,CA,la-mirada,569500,1675,48764
Silver Grove,Kentucky,KY,silver-grove,104600,649,1499
Middlesex,North Carolina,NC,middlesex,119800,642,1145
Loomis,Nebraska,NE,loomis,103000,600,408
Clarington,Ohio,OH,clarington,84000,615,439
Vienna,Maryland,MD,vienna,143800,867,371
Harrisburg,Oregon,OR,harrisburg,169300,1118,3799
Niceville,Florida,FL,niceville,238800,1117,15386
New Town,North Dakota,ND,new-town,137500,692,2525
Trimble,Ohio,OH,trimble,60000,645,511
Cuba,Illinois,IL,cuba,50500,686,1133
Davis,Illinois,IL,davis,105500,850,551
Bancroft,Iowa,IA,bancroft,79600,535,714
Wildwood Lake,Tennessee,TN,wildwood-lake,146300,709,3639
Watertown,Florida,FL,watertown,105700,773,3082
Laguna Beach,Florida,FL,laguna-beach,237000,996,4504
Oscoda,Michigan,MI,oscoda,84300,586,743
Justice,Oklahoma,OK,justice,198900,1663,1481
River Bottom,Oklahoma,OK,river-bottom,106700,510,280
Chauvin,Louisiana,LA,chauvin,84400,641,2408
Westchester,Illinois,IL,westchester,241100,1431,16440
Seneca,Missouri,MO,seneca,85800,712,2490
Southaven,Mississippi,MS,southaven,153200,1056,54152
Lone Tree,Colorado,CO,lone-tree,634000,1724,12923
Kennedy,Alabama,AL,kennedy,89300,260,448
Fruitland,Maryland,MD,fruitland,168500,1289,5244
Napavine,Washington,WA,napavine,169900,1063,1753
Naches,Washington,WA,naches,155900,921,627
Little Canada,Minnesota,MN,little-canada,242500,1002,10451
Bridgeton,Missouri,MO,bridgeton,168700,991,11606
Harrisville,Utah,UT,harrisville,223000,1131,6510
Hinton,West Virginia,WV,hinton,80600,713,2785
Union Hall,Virginia,VA,union-hall,545000,1139,1105
Westlake Corner,Virginia,VA,westlake-corner,495900,900,980
Greenville,Alabama,AL,greenville,117100,636,7589
Bolivar,Missouri,MO,bolivar,111600,698,10880
Loxley,Alabama,AL,loxley,204900,728,2501
Flordell Hills,Missouri,MO,flordell-hills,57700,958,861
Sedalia,Missouri,MO,sedalia,90500,704,21633
Eagle River,Wisconsin,WI,eagle-river,116100,684,1626
Abita Springs,Louisiana,LA,abita-springs,198900,1121,2532
Terrace Heights,Washington,WA,terrace-heights,222200,1025,8507
Indian Springs,Georgia,GA,indian-springs,144700,1230,2509
Arlington,Vermont,VT,arlington,202500,885,1452
Brushy Creek,Texas,TX,brushy-creek,294000,1517,18399
Greenlawn,New York,NY,greenlawn,489900,641,14392
Hampton Bays,New York,NY,hampton-bays,489100,1777,14848
Ferguson,Kentucky,KY,ferguson,85000,775,985
Horse Cave,Kentucky,KY,horse-cave,82900,393,2613
Riverhead,New York,NY,riverhead,334100,1385,14196
Rocky Point,New York,NY,rocky-point,301400,1517,13521
Hartington,Nebraska,NE,hartington,105100,797,1645
Blackhawk,South Dakota,SD,blackhawk,179200,954,3057
Haiku-Pauwela,Hawaii,HI,haiku-pauwela,793800,1912,8987
Haliimaile,Hawaii,HI,haliimaile,548300,1688,1196
Hana,Hawaii,HI,hana,428200,1050,782
Bennington,Vermont,VT,bennington,156400,831,8629
Manchester Center,Vermont,VT,manchester-center,286600,829,1923
Willoughby Hills,Ohio,OH,willoughby-hills,254700,925,9527
Bethlehem,Pennsylvania,PA,bethlehem,173500,1038,75461
Newtonsville,Ohio,OH,newtonsville,86900,900,393
Houston,Alaska,AK,houston,163900,971,1977
Hauppauge,New York,NY,hauppauge,486200,2219,20005
Holbrook,New York,NY,holbrook,377100,1915,25824
Windber,Pennsylvania,PA,windber,79500,585,3891
Hollidaysburg,Pennsylvania,PA,hollidaysburg,159200,750,5701
Allentown,New Jersey,NJ,allentown,320200,1229,1892
McKean,Pennsylvania,PA,mckean,136800,800,481
Ohio City,Ohio,OH,ohio-city,56000,753,760
Richmond,Utah,UT,richmond,212100,797,2672
Remsen,Iowa,IA,remsen,133800,708,1833
Key Colony Beach,Florida,FL,key-colony-beach,603000,1211,534
Silas,Alabama,AL,silas,82500,574,513
New Augusta,Mississippi,MS,new-augusta,79400,457,657
Jamestown,Kentucky,KY,jamestown,101600,524,2187
Rathdrum,Idaho,ID,rathdrum,220900,1062,8284
Winfield,West Virginia,WV,winfield,202300,773,2785
Shelbyville,Kentucky,KY,shelbyville,178600,835,16009
New Carrollton,Maryland,MD,new-carrollton,271100,1417,12935
East Bethel,Minnesota,MN,east-bethel,251100,1242,11870
Buckeye,Arizona,AZ,buckeye,222700,1246,69744
Alberton,Montana,MT,alberton,155300,700,555
Warr Acres,Oklahoma,OK,warr-acres,117700,819,10180
Baiting Hollow,New York,NY,baiting-hollow,435300,2104,1731
Bayport,New York,NY,bayport,450300,1669,8402
Bay Shore,New York,NY,bay-shore,335300,1442,29799
Brentwood,New York,NY,brentwood,312100,1469,63399
Bridgehampton,New York,NY,bridgehampton,1305000,1284,1323
Vandalia,Michigan,MI,vandalia,37900,782,381
Jamesport,Missouri,MO,jamesport,75700,475,486
Livingston,South Carolina,SC,livingston,72500,850,195
Firth,Idaho,ID,firth,101500,618,526
Hurricane,Utah,UT,hurricane,238800,975,17212
Northlake,Texas,TX,northlake,428700,1188,2726
Lee's Summit,Missouri,MO,lee-s-summit,223700,1077,97275
Oakland,Maryland,MD,oakland,157700,619,1745
Snoqualmie,Washington,WA,snoqualmie,610700,1960,13480
Oakwood Hills,Illinois,IL,oakwood-hills,221100,1255,2336
Davenport,Iowa,IA,davenport,131700,771,102169
Katie,Oklahoma,OK,katie,104500,733,301
Tahlequah,Oklahoma,OK,tahlequah,124600,681,16667
Dayton,Nevada,NV,dayton,248000,936,9363
Esperance,Washington,WA,esperance,442000,1729,4204
Canyon Creek,Washington,WA,canyon-creek,265400,1141,3433
Lake Bosworth,Washington,WA,lake-bosworth,422800,1190,935
Machias,Washington,WA,machias,405300,1384,981
Maltby,Washington,WA,maltby,586800,1731,11972
Alexander,Arkansas,AR,alexander,66400,783,3168
Hephzibah,Georgia,GA,hephzibah,115700,883,3977
Wrightsville,Georgia,GA,wrightsville,68300,523,3651
Lynchburg,Virginia,VA,lynchburg,160100,857,80569
Eastvale,California,CA,eastvale,574500,2623,62046
Sugar Creek,Missouri,MO,sugar-creek,78300,827,3290
Shortsville,New York,NY,shortsville,110200,696,1403
Jefferson,Oregon,OR,jefferson,194100,867,3301
Toppenish,Washington,WA,toppenish,130100,704,8873
Indianola,Washington,WA,indianola,310100,1336,3524
Suquamish,Washington,WA,suquamish,278100,1121,4395
Silver Springs,Nevada,NV,silver-springs,141800,1020,5073
Holtsville,New York,NY,holtsville,362600,1674,19479
Islip,New York,NY,islip,378600,1620,17853
Manorville,New York,NY,manorville,416300,1699,13257
Sayville,New York,NY,sayville,451400,1866,15910
Shelter Island,New York,NY,shelter-island,778400,1618,2062
Shinnecock Hills,New York,NY,shinnecock-hills,788100,2660,2202
Shirley,New York,NY,shirley,265600,1878,28583
Southold,New York,NY,southold,590600,1822,5904
Terryville,New York,NY,terryville,369900,2355,12764
Solon,Iowa,IA,solon,253800,765,2615
Kahului,Hawaii,HI,kahului,606600,1346,31336
Kaunakakai,Hawaii,HI,kaunakakai,307300,836,3038
Kualapuu,Hawaii,HI,kualapuu,172700,1313,1693
Maunaloa,Hawaii,HI,maunaloa,248300,650,336
Napili-Honokowai,Hawaii,HI,napili-honokowai,654900,1731,6739
Cross Lanes,West Virginia,WV,cross-lanes,138700,802,9274
Leach,Oklahoma,OK,leach,90000,813,277
Hunterstown,Pennsylvania,PA,hunterstown,119500,854,614
Lynnville,Indiana,IN,lynnville,100400,686,937
New Bedford,Massachusetts,MA,new-bedford,226900,847,95239
Tenino,Washington,WA,tenino,165400,1080,1716
Muscatine,Iowa,IA,muscatine,110800,856,23774
Bettendorf,Iowa,IA,bettendorf,225300,914,35919
Mountain City,Georgia,GA,mountain-city,83000,685,1056
Oneida Castle,New York,NY,oneida-castle,121000,877,646
Hereford,Texas,TX,hereford,90500,790,14815
Peterson,Minnesota,MN,peterson,106300,713,188
Casey,Illinois,IL,casey,70000,710,2756
Eaton Rapids,Michigan,MI,eaton-rapids,119900,741,5231
Coldwater,Michigan,MI,coldwater,88200,740,12241
Charleston,Illinois,IL,charleston,104900,723,20464
Rockwood,Tennessee,TN,rockwood,83200,596,5423
Haslet,Texas,TX,haslet,381100,1688,1626
Somerville,Tennessee,TN,somerville,164200,548,3238
Livonia,Louisiana,LA,livonia,139300,678,1398
Iron Mountain Lake,Missouri,MO,iron-mountain-lake,46100,694,704
La Veta,Colorado,CO,la-veta,197600,847,873
Oak Valley,Texas,TX,oak-valley,83600,709,528
Centerburg,Ohio,OH,centerburg,154800,619,1716
Willard,Utah,UT,willard,233500,743,1745
Humboldt,Kansas,KS,humboldt,62700,660,1880
Hart,Texas,TX,hart,55800,729,1178
Onekama,Michigan,MI,onekama,150000,575,461
Villisca,Iowa,IA,villisca,63300,611,1243
North East,Pennsylvania,PA,north-east,127600,667,4108
Nisland,South Dakota,SD,nisland,90300,875,281
North Irwin,Pennsylvania,PA,north-irwin,109800,673,840
Protection,Kansas,KS,protection,57100,361,340
Uehling,Nebraska,NE,uehling,87900,544,271
Superior,Nebraska,NE,superior,59700,470,1979
Wyocena,Wisconsin,WI,wyocena,161200,900,795
Farmville,North Carolina,NC,farmville,141600,712,4712
Wallace,North Carolina,NC,wallace,105400,564,3891
Columbia,California,CA,columbia,318100,706,2226
Cutler,California,CA,cutler,120600,1010,5214
Mammoth,Pennsylvania,PA,mammoth,170400,641,467
Snow Hill,Maryland,MD,snow-hill,155700,865,2150
Frisco,Texas,TX,frisco,395900,1505,177020
Long Beach,Washington,WA,long-beach,200800,655,1468
Underwood,North Dakota,ND,underwood,163500,721,803
Petersburg,Indiana,IN,petersburg,76100,504,2408
Fife,Washington,WA,fife,288500,1351,10096
Smithville,Oklahoma,OK,smithville,81000,506,109
Beaver,Utah,UT,beaver,213900,636,3074
Green,Ohio,OH,green,201200,833,25760
West Carrollton,Ohio,OH,west-carrollton,99000,845,12913
Copperhill,Tennessee,TN,copperhill,66500,700,417
Moberly,Missouri,MO,moberly,94100,609,13707
Coupeville,Washington,WA,coupeville,342800,779,1715
Clintwood,Virginia,VA,clintwood,98400,624,1452
Eastover,North Carolina,NC,eastover,183900,775,3710
Dunkirk,Ohio,OH,dunkirk,69800,598,714
Hardin,Montana,MT,hardin,126700,621,3808
Judsonia,Arkansas,AR,judsonia,87900,641,2016
Holliday,Texas,TX,holliday,100000,833,1533
Olney,Texas,TX,olney,51200,689,3117
Kinnelon,New Jersey,NJ,kinnelon,570800,2040,10054
Compton,California,CA,compton,355200,1219,96803
Madison Lake,Minnesota,MN,madison-lake,206600,732,976
Grand Meadow,Minnesota,MN,grand-meadow,112100,681,1125
Norco,California,CA,norco,544900,1892,26670
Tall Timbers,Maryland,MD,tall-timbers,577400,1343,602
Pahrump,Nevada,NV,pahrump,173900,894,37298
Jacksonville,Pennsylvania,PA,jacksonville,69000,837,612
Yankeetown,Florida,FL,yankeetown,166300,1018,590
Odebolt,Iowa,IA,odebolt,75100,605,915
Roscoe,South Dakota,SD,roscoe,58600,535,375
Overton,Nebraska,NE,overton,57600,635,586
Cedar Vale,Kansas,KS,cedar-vale,18800,448,638
Tyndall,South Dakota,SD,tyndall,79300,596,1263
Callaway,Nebraska,NE,callaway,108800,587,646
LeRoy,Kansas,KS,leroy,51000,646,617
Brownton,Minnesota,MN,brownton,87700,563,706
Trumbauersville,Pennsylvania,PA,trumbauersville,230200,916,961
Millbrook,New York,NY,millbrook,331900,1188,1443
Hanover,Illinois,IL,hanover,77900,581,736
DeRidder,Louisiana,LA,deridder,144500,737,10861
Oak Grove Heights,Arkansas,AR,oak-grove-heights,107300,696,1165
Quogue,New York,NY,quogue,1260400,1510,558
Au Sable Forks,New York,NY,au-sable-forks,93900,689,424
Cambridge,New York,NY,cambridge,153600,779,1976
Lafayette,Oregon,OR,lafayette,246000,1097,4149
Natchez,Louisiana,LA,natchez,250000,588,586
Lyon,Mississippi,MS,lyon,105600,625,400
South Heart,North Dakota,ND,south-heart,201800,888,339
Lehigh,Oklahoma,OK,lehigh,61400,444,284
Warrens,Wisconsin,WI,warrens,117900,1013,529
Suring,Wisconsin,WI,suring,64000,515,500
Dillingham,Alaska,AK,dillingham,266200,1171,2215
Pawnee Rock,Kansas,KS,pawnee-rock,36300,755,310
Cape Vincent,New York,NY,cape-vincent,133600,661,573
Helper,Utah,UT,helper,125300,697,2239
Perrysville,Ohio,OH,perrysville,72500,511,683
Gregory,Texas,TX,gregory,61700,563,1977
Brandon,Mississippi,MS,brandon,181900,982,23930
Shepherdstown,West Virginia,WV,shepherdstown,303600,916,1553
Arlington,Wisconsin,WI,arlington,201600,1273,774
Smithsburg,Maryland,MD,smithsburg,240000,735,2967
Eighty Four,Pennsylvania,PA,eighty-four,176900,570,462
Rose Lodge,Oregon,OR,rose-lodge,126900,978,1169
Erwinville,Louisiana,LA,erwinville,157600,859,2180
Russellville,Ohio,OH,russellville,77100,853,698
Willow City,North Dakota,ND,willow-city,41200,450,145
Eads,Colorado,CO,eads,76200,718,795
Hawthorne,New Jersey,NJ,hawthorne,381000,1485,18784
Woodland Park,New Jersey,NJ,woodland-park,365900,1480,12547
Auburn,New York,NY,auburn,102000,754,26601
Chouteau,Oklahoma,OK,chouteau,113500,684,2066
Marblehead,Ohio,OH,marblehead,234000,838,825
South Jordan,Utah,UT,south-jordan,405400,1418,71198
Honeoye,New York,NY,honeoye,118800,957,568
Salix,Pennsylvania,PA,salix,132800,618,1272
Paradise Hills,New Mexico,NM,paradise-hills,182100,1121,4656
Wading River,New York,NY,wading-river,424700,2732,7733
Ranchos Penitas West,Texas,TX,ranchos-penitas-west,137500,580,1152
North Valley Stream,New York,NY,north-valley-stream,412600,1781,18661
Burnside,Arizona,AZ,burnside,70000,467,732
Clio,Michigan,MI,clio,76700,632,2421
Milan,Minnesota,MN,milan,53200,519,308
Little River,Kansas,KS,little-river,76900,625,446
Carlton,Georgia,GA,carlton,153500,691,440
Harbor Beach,Michigan,MI,harbor-beach,78400,495,1936
